severity,surface,path,violation_type,risk,recommended_correction,phase_priority
MEDIUM,wlt-finance,wlt/frontend/app-client/dsh/wlt-dsh-client.contract.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-client/dsh/wlt-dsh-client.parts.tsx,array preview duplication risk=7,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-client/dsh/wlt-dsh-client.preview-data.ts,array preview duplication risk=5,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-client/dsh/wlt-dsh-client.types.ts,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-client/home/screens/WltTopupScreen.tsx,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-field/dsh/WltDshFieldBridge.tsx,array preview duplication risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,wlt-finance,wlt/frontend/app-field/dsh/WltDshFieldFinancePreview.tsx,array preview duplication risk=18,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,wlt-finance,wlt/frontend/app-field/dsh/index.ts,array preview duplication risk=10,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-field/dsh/useWltDshFieldFinancePreview.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-field/dsh/wlt-dsh-field.adapter.ts,array preview duplication risk=6,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-field/dsh/wlt-dsh-field.contract.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-field/dsh/wlt-dsh-field.preview-data.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-field/dsh/wlt-dsh-field.types.ts,array preview duplication risk=9,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-partner/dsh/index.ts,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,wlt-finance,wlt/frontend/app-partner/dsh/useWltDshPartnerWalletPreview.ts,array preview duplication risk=12,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts,detail/audit/chat/refund always-render risk=12 | array preview duplication risk=8,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.contract.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.parts.tsx,detail/audit/chat/refund always-render risk=11 | array preview duplication risk=58,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.preview-data.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.types.ts,array preview duplication risk=7,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.ui-copy.ts,array preview duplication risk=8,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,wlt-finance,wlt/frontend/control-panel/finance/WltDshFinanceControlPanelPreview.tsx,detail/audit/chat/refund always-render risk=2 | array preview duplication risk=31,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,wlt-finance,wlt/frontend/shared/finance/dshFinancePreview.ts,detail/audit/chat/refund always-render risk=18 | array preview duplication risk=110,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,wlt-finance,wlt/frontend/shared/finance/index.ts,array preview duplication risk=15,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
