"donor_path","donor_role","surface_guess","derived_operation_id","target_family_guess","target_status","matched_candidate_ids","canonical_targets","candidate_decisions","mapping_confidence","notes"
"packages/surfaces/src/web/mcpw/operations/dsh/AdminDshStoreItemsListScreen.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_ops_store_items_and_zone_admin_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/DshCartItemAddScreen.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/DshDeliveryReassignScreen.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/DshOperationsHubSurface.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_ops_entry_split_variants|dsh_ops_orders_board","dsh_ops_orders_board","Keep|Merge","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/DshPeakModeScreen.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_ops_peak_mode_control","dsh_ops_peak_mode_control","Keep","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/DshZoneSetScreen.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_ops_store_items_and_zone_admin_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/index.ts","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/McpwArrivalBellSettingsScreen.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_ops_arrival_bell_and_misc_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/McpwDshOperationsScreen.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_ops_entry_split_variants|dsh_ops_orders_board","dsh_ops_orders_board","Keep|Merge","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/McpwDshOrderDetailScreen.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_ops_order_detail_exception_workspace","dsh_ops_order_detail_exception_workspace","Keep","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/McpwDshOrdersScreen.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_ops_entry_split_variants|dsh_ops_orders_board","dsh_ops_orders_board","Keep|Merge","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/shein-proxy/index.ts","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/shein-proxy/shein-proxy-request-details.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_proxy_request_review_workspace|dsh_proxy_review_split_variants","dsh_proxy_request_review_workspace","Keep|Merge","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/shein-proxy/shein-proxy-request-estimate-and-offer.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_proxy_request_review_workspace|dsh_proxy_review_split_variants","dsh_proxy_request_review_workspace","Keep|Merge","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/shein-proxy/shein-proxy-request-estimate.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_proxy_request_review_workspace|dsh_proxy_review_split_variants","dsh_proxy_request_review_workspace","Keep|Merge","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/shein-proxy/shein-proxy-request-offer.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_proxy_request_review_workspace|dsh_proxy_review_split_variants","dsh_proxy_request_review_workspace","Keep|Merge","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/shein-proxy/shein-proxy-request-schedule.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_proxy_schedule_companion","dsh_proxy_request_review_workspace","Convert","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/dsh/shein-proxy/shein-proxy-requests-list.tsx","mcpw_surface_component","control-panel","","","support_only","dsh_proxy_requests_list","dsh_proxy_requests_list","Keep","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/support/APP_SUPPORT_DSHSUPPORTCHAT.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/support/DshSupportChatScreen.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
